molecule_chembl_id,type,value,units,pchembl_value
CHEMBL55994,IC50,3.1,uM,5.51
CHEMBL3586177,IC50,3.1,uM,5.51
CHEMBL4075241,IC50,3.1,uM,5.51
CHEMBL383444,IC50,3.1,uM,5.51
CHEMBL4565374,IC50,3059.0,nM,5.51
CHEMBL4068763,EC50,3103.0,nM,5.51
CHEMBL3604922,IC50,3.1,uM,5.51
CHEMBL1272168,IC50,3.057,uM,5.51
CHEMBL1821866,IC50,3.08,uM,5.51
CHEMBL1173454,IC50,3.06,uM,5.51
CHEMBL2442327,IC50,3.06,uM,5.51
CHEMBL599728,IC50,3.11,uM,5.51
CHEMBL3235200,IC50,3.17,uM,5.5
CHEMBL3741526,IC50,3.2,uM,5.5
CHEMBL787,IC50,3.197,uM,5.5
CHEMBL186747,IC50,3.2,uM,5.5
CHEMBL519147,IC50,3.18,uM,5.5
CHEMBL447720,IC50,3160.0,nM,5.5
CHEMBL1928712,IC50,3.13,uM,5.5
CHEMBL1958037,IC50,3.2,uM,5.5
CHEMBL3133909,IC50,3.2,uM,5.5
CHEMBL215071,IC50,3.2,uM,5.5
CHEMBL47940,IC50,3.2,uM,5.5
CHEMBL4568408,IC50,3.2,uM,5.5
CHEMBL1945446,IC50,3.27,uM,5.49
CHEMBL3740131,IC50,3.22,uM,5.49
CHEMBL1173651,IC50,3.24,uM,5.49
CHEMBL1221512,IC50,3.216,uM,5.49
CHEMBL184311,IC50,3.25,uM,5.49
CHEMBL1016,IC50,3.2769,uM,5.49
CHEMBL592707,IC50,3.26,uM,5.49
CHEMBL1928707,IC50,3.22,uM,5.49
CHEMBL3263379,IC50,3.25,uM,5.49
CHEMBL3628906,IC50,3290.0,nM,5.48
CHEMBL2047020,IC50,3.31,uM,5.48
CHEMBL461140,IC50,3.3,uM,5.48
CHEMBL2325110,IC50,3.28,uM,5.48
CHEMBL242740,IC50,3.3,uM,5.48
CHEMBL103860,IC50,3.3,uM,5.48
CHEMBL1088240,IC50,3.3,uM,5.48
CHEMBL522785,IC50,3.3,uM,5.48
CHEMBL469996,IC50,3300.0,nM,5.48
CHEMBL1240553,IC50,3.3,uM,5.48
CHEMBL3133755,IC50,3315.0,nM,5.48
CHEMBL604485,IC50,3.3,uM,5.48
CHEMBL241988,IC50,3300.0,nM,5.48
CHEMBL1958019,IC50,3.38,uM,5.47
CHEMBL203219,IC50,3.4,uM,5.47
CHEMBL176702,IC50,3.4,uM,5.47
CHEMBL378145,IC50,3.4,uM,5.47
CHEMBL169467,IC50,3.4,uM,5.47
CHEMBL4068695,IC50,3400.0,nM,5.47
CHEMBL3604918,IC50,3.4,uM,5.47
CHEMBL2424795,IC50,3.4,uM,5.47
CHEMBL384558,IC50,3.4,uM,5.47
CHEMBL4160329,IC50,3.35,uM,5.47
CHEMBL482489,IC50,3.4,uM,5.47
CHEMBL477197,IC50,3.4,uM,5.47
CHEMBL4084214,IC50,3.4,uM,5.47
CHEMBL3814859,EC50,3.38,uM,5.47
CHEMBL3233765,IC50,3.399,uM,5.47
CHEMBL2385987,IC50,3.5,uM,5.46
CHEMBL1289977,Ki,3.45,uM,5.46
CHEMBL334915,IC50,3.5,uM,5.46
CHEMBL1504817,IC50,3.5,uM,5.46
CHEMBL2385970,IC50,3.5,uM,5.46
CHEMBL334255,IC50,3.472,uM,5.46
CHEMBL480356,IC50,3.48,uM,5.46
CHEMBL1812570,IC50,3.45,uM,5.46
CHEMBL1958021,IC50,3.49,uM,5.46
CHEMBL3739586,IC50,3.45,uM,5.46
CHEMBL1828861,IC50,3.43,uM,5.46
CHEMBL1812564,IC50,3.49,uM,5.46
CHEMBL2426281,IC50,3.5,uM,5.46
CHEMBL1272275,IC50,3.503,uM,5.46
CHEMBL2442319,IC50,3.51,uM,5.46
CHEMBL2437459,IC50,3456.0,nM,5.46
CHEMBL335931,IC50,3.5,uM,5.46
CHEMBL604785,IC50,3.46,uM,5.46
CHEMBL3707348,IC50,3513.0,nM,5.45
CHEMBL3740930,IC50,3.56,uM,5.45
CHEMBL4204320,Ki,3.59,uM,5.45
CHEMBL3426225,IC50,3.518,uM,5.45
CHEMBL83,IC50,3.553,uM,5.45
CHEMBL1762110,IC50,3.58,uM,5.45
CHEMBL17157,IC50,3.566,uM,5.45
CHEMBL597708,IC50,3.58,uM,5.45
CHEMBL1928716,IC50,3.54,uM,5.45
CHEMBL2047018,IC50,3.53,uM,5.45
CHEMBL60472,IC50,3.6,uM,5.44
CHEMBL2424794,IC50,3.6,uM,5.44
CHEMBL1172803,IC50,3.62,uM,5.44
CHEMBL1242751,IC50,3.66,uM,5.44
CHEMBL132169,IC50,3.6,uM,5.44
CHEMBL4470431,IC50,3.66,uM,5.44
CHEMBL3740923,IC50,3.6,uM,5.44
CHEMBL3604941,IC50,3.6,uM,5.44
CHEMBL2441567,IC50,3.61,uM,5.44
CHEMBL1812561,IC50,3.61,uM,5.44
CHEMBL206197,IC50,3.7,uM,5.43
CHEMBL3604915,IC50,3.7,uM,5.43
CHEMBL3741960,IC50,3.67,uM,5.43
CHEMBL3133896,IC50,3.71,uM,5.43
CHEMBL2064399,IC50,3.7,uM,5.43
CHEMBL4061797,Ki,3.68,uM,5.43
CHEMBL2070195,IC50,3.68,uM,5.43
CHEMBL1242110,IC50,3.72,uM,5.43
CHEMBL104466,IC50,3.7,uM,5.43
CHEMBL4079125,IC50,3.7,uM,5.43
CHEMBL1830263,IC50,3.74,uM,5.43
CHEMBL126101,IC50,3.71,uM,5.43
CHEMBL450786,IC50,3.8,uM,5.42
CHEMBL3740385,IC50,3.78,uM,5.42
CHEMBL103667,IC50,3.8,uM,5.42
CHEMBL2437474,IC50,3836.0,nM,5.42
CHEMBL332497,IC50,3.83,uM,5.42
CHEMBL287022,IC50,3762.4,nM,5.42
CHEMBL1821868,IC50,3.85,uM,5.42
CHEMBL1241485,IC50,3.85,uM,5.42
CHEMBL4213146,IC50,3.9,uM,5.41
CHEMBL1173794,IC50,3.87,uM,5.41
CHEMBL4456283,IC50,3890.0,nM,5.41
CHEMBL3740582,IC50,3.89,uM,5.41
CHEMBL3221542,IC50,3.9,uM,5.41
CHEMBL3263960,IC50,3.86,uM,5.41
CHEMBL3416614,IC50,3883.0,nM,5.41
CHEMBL1365395,IC50,3.92,uM,5.41
CHEMBL1170278,IC50,3.88,uM,5.41
CHEMBL2316154,IC50,3.9,uM,5.41
CHEMBL3809489,IC50,3.9,uM,5.41
CHEMBL4637355,IC50,3.91,uM,5.41
CHEMBL3604927,IC50,3.9,uM,5.41
CHEMBL4102284,IC50,3.9,uM,5.41
CHEMBL3234740,IC50,3.9,uM,5.41
CHEMBL1241483,IC50,3.86,uM,5.41
CHEMBL541307,IC50,3.9,uM,5.41
CHEMBL483232,IC50,4.0,uM,5.4
CHEMBL3628799,IC50,3950.0,nM,5.4
CHEMBL7810,IC50,4.0,uM,5.4
CHEMBL358494,IC50,4.0,uM,5.4
CHEMBL545538,IC50,4.0,uM,5.4
CHEMBL355419,IC50,4.0,uM,5.4
CHEMBL3263359,IC50,3.96,uM,5.4
CHEMBL2018755,IC50,4.0,uM,5.4
CHEMBL3221552,IC50,4.0,uM,5.4
CHEMBL78280,IC50,4.0,uM,5.4
CHEMBL388286,IC50,3.96,uM,5.4
CHEMBL543669,IC50,4.0,uM,5.4
CHEMBL3353405,IC50,4.0,uM,5.4
CHEMBL103552,IC50,4.1,uM,5.39
CHEMBL2312304,IC50,4.09,uM,5.39
CHEMBL1641989,IC50,4.1,uM,5.39
CHEMBL4091355,Ki,4.03,uM,5.39
CHEMBL4062617,IC50,4050.0,nM,5.39
CHEMBL382186,IC50,4.1,uM,5.39
CHEMBL117804,IC50,4100.0,nM,5.39
CHEMBL448730,IC50,4100.0,nM,5.39
CHEMBL2424807,IC50,4.1,uM,5.39
CHEMBL4644480,IC50,4.1,uM,5.39
CHEMBL4635625,IC50,4110.0,nM,5.39
CHEMBL4170935,IC50,4.1,uM,5.39
CHEMBL3746212,IC50,4.13,uM,5.38
CHEMBL1683971,IC50,4.13,uM,5.38
CHEMBL1958039,IC50,4.12,uM,5.38
CHEMBL195218,IC50,4.2,uM,5.38
CHEMBL2047019,IC50,4.2,uM,5.38
CHEMBL4216265,IC50,4.21,uM,5.38
CHEMBL4786003,IC50,4.18,uM,5.38
CHEMBL1172802,IC50,4.12,uM,5.38
CHEMBL3237940,IC50,4.15,uM,5.38
CHEMBL589809,IC50,4.15,uM,5.38
CHEMBL79704,IC50,4.2,uM,5.38
CHEMBL1173688,IC50,4.21,uM,5.38
CHEMBL1958024,IC50,4.27,uM,5.37
CHEMBL3098322,IC50,4.3,uM,5.37
CHEMBL499345,IC50,4.31,uM,5.37
CHEMBL4069070,IC50,4.3,uM,5.37
CHEMBL1242847,IC50,4.3,uM,5.37
CHEMBL4456688,IC50,4.24,uM,5.37
CHEMBL293889,IC50,4.3,uM,5.37
CHEMBL1242286,IC50,4.32,uM,5.37
CHEMBL3233762,IC50,4.286,uM,5.37
CHEMBL125035,IC50,4.25,uM,5.37
CHEMBL3325474,IC50,4.3,uM,5.37
CHEMBL4456494,IC50,4.3,uM,5.37
CHEMBL4750196,IC50,4223.0,nM,5.37
CHEMBL3742146,IC50,4.32,uM,5.37
CHEMBL2312303,IC50,4.29,uM,5.37
CHEMBL1958217,IC50,4.24,uM,5.37
CHEMBL291986,IC50,4.3,uM,5.37
CHEMBL1944921,IC50,4.3,uM,5.37
CHEMBL1812434,IC50,4.28,uM,5.37
CHEMBL153518,IC50,4270.0,nM,5.37
CHEMBL4646644,IC50,4.28,uM,5.37
CHEMBL206848,IC50,4.4,uM,5.36
CHEMBL1928889,IC50,4.41,uM,5.36
CHEMBL3263966,IC50,4.354,uM,5.36
CHEMBL3133893,IC50,4.39,uM,5.36
CHEMBL3133897,IC50,4.4,uM,5.36
CHEMBL1241674,IC50,4.4,uM,5.36
CHEMBL332269,IC50,4.4,uM,5.36
CHEMBL4866102,IC50,4354.0,nM,5.36
CHEMBL4516736,IC50,4.34,uM,5.36
CHEMBL3813756,EC50,4.39,uM,5.36
CHEMBL115519,IC50,4.4,uM,5.36
CHEMBL2347962,IC50,4327.0,nM,5.36
CHEMBL3814714,EC50,4.39,uM,5.36
CHEMBL1098121,IC50,4.4,umol/L,5.36
CHEMBL3742200,IC50,4.39,uM,5.36
CHEMBL594661,IC50,4.5,uM,5.35
CHEMBL4094471,IC50,4.5,uM,5.35
CHEMBL3740713,IC50,4.49,uM,5.35
CHEMBL3739587,IC50,4.48,uM,5.35
CHEMBL109296,IC50,4.5,uM,5.35
CHEMBL106232,IC50,4.5,uM,5.35
CHEMBL4639739,IC50,4500.0,nM,5.35
CHEMBL4531109,IC50,4.5,uM,5.35
CHEMBL2064398,IC50,4.5,uM,5.35
CHEMBL2385983,IC50,4.5,uM,5.35
CHEMBL418203,IC50,4.6,uM,5.34
CHEMBL1242757,IC50,4.6,uM,5.34
CHEMBL2316153,IC50,4.6,uM,5.34
CHEMBL4442035,IC50,4.52,uM,5.34
CHEMBL1914657,IC50,4608.0,nM,5.34
CHEMBL338944,IC50,4.6,uM,5.34
CHEMBL489083,IC50,4.6,uM,5.34
CHEMBL213173,IC50,4.6,uM,5.34
CHEMBL3759155,IC50,4.61,uM,5.34
CHEMBL135577,IC50,4.6,uM,5.34
CHEMBL157807,IC50,4.7,uM,5.33
CHEMBL484109,IC50,4.7,uM,5.33
CHEMBL7002,IC50,4.655,uM,5.33
CHEMBL4081698,IC50,4.7,uM,5.33
CHEMBL2333985,IC50,4.7,uM,5.33
CHEMBL3902295,IC50,4.7,uM,5.33
CHEMBL3894623,IC50,4649.0,nM,5.33
CHEMBL2424801,IC50,4.7,uM,5.33
CHEMBL339684,IC50,4.7,uM,5.33
CHEMBL4447289,IC50,4626.0,nM,5.33
CHEMBL481789,IC50,4.72,uM,5.33
CHEMBL131590,IC50,4.7,uM,5.33
CHEMBL590876,IC50,4.71,uM,5.33
CHEMBL4557318,IC50,4.71,uM,5.33
CHEMBL2437293,Ki,4.68,uM,5.33
CHEMBL1822063,IC50,4.68,uM,5.33
CHEMBL3739750,IC50,4.67,uM,5.33
CHEMBL263666,IC50,4.7,uM,5.33
CHEMBL603186,IC50,4.68,uM,5.33
CHEMBL484108,IC50,4.8,uM,5.32
CHEMBL1958028,IC50,4.79,uM,5.32
CHEMBL2018750,IC50,4.8,uM,5.32
CHEMBL4445015,IC50,4.75,uM,5.32
CHEMBL3613695,IC50,4.824,uM,5.32
CHEMBL3327179,IC50,4.8,uM,5.32
CHEMBL1241579,IC50,4.8,uM,5.32
CHEMBL3425656,IC50,4.8,uM,5.32
CHEMBL2316159,IC50,4.8,uM,5.32
CHEMBL325156,IC50,4.84,uM,5.32
CHEMBL1242748,IC50,4.8,uM,5.32
CHEMBL2437478,IC50,4802.0,nM,5.32
CHEMBL77100,IC50,4.8,uM,5.32
CHEMBL130208,IC50,4.8,uM,5.32
CHEMBL126456,IC50,4.8,uM,5.32
CHEMBL1958020,IC50,4.86,uM,5.31
CHEMBL3604929,IC50,4.9,uM,5.31
CHEMBL1271619,IC50,4.884,uM,5.31
CHEMBL4639556,IC50,4.87,uM,5.31
CHEMBL1821891,IC50,4.94,uM,5.31
CHEMBL4641942,IC50,4.87,uM,5.31
CHEMBL341053,IC50,4.86,uM,5.31
CHEMBL330882,IC50,4900.0,nM,5.31
CHEMBL204164,IC50,4.9,uM,5.31
CHEMBL2441565,IC50,4.9,uM,5.31
CHEMBL1688860,IC50,4900.0,nM,5.31
CHEMBL4093642,IC50,4.9,uM,5.31
CHEMBL4103121,IC50,5.0,uM,5.3
CHEMBL2385981,IC50,5.0,uM,5.3
CHEMBL3221555,IC50,5.0,uM,5.3
CHEMBL242206,IC50,5000.0,nM,5.3
CHEMBL1270795,IC50,5048.0,nM,5.3
CHEMBL599145,IC50,4.96,uM,5.3
CHEMBL2385984,IC50,5.0,uM,5.3
CHEMBL3604942,IC50,5.0,uM,5.3
CHEMBL328295,IC50,5000.0,nM,5.3
CHEMBL361322,IC50,5.01,uM,5.3
CHEMBL1241587,IC50,5.0,uM,5.3
CHEMBL2385992,IC50,5.0,uM,5.3
CHEMBL4202955,IC50,5.01,uM,5.3
CHEMBL168343,IC50,5.0,uM,5.3
CHEMBL2018762,IC50,5.0,uM,5.3
CHEMBL4527132,IC50,5004.0,nM,5.3
CHEMBL3233759,IC50,4.997,uM,5.3
CHEMBL316764,IC50,5.0,uM,5.3
CHEMBL64430,IC50,5.0,uM,5.3
CHEMBL3747281,IC50,5.02,uM,5.3
CHEMBL171172,IC50,5.0,uM,5.3
CHEMBL354301,IC50,5.0,uM,5.3
CHEMBL87084,IC50,5.0,uM,5.3
CHEMBL485065,IC50,5.0,uM,5.3
CHEMBL440298,IC50,5.0,uM,5.3
CHEMBL475351,IC50,5.1,uM,5.29
CHEMBL109372,IC50,5.17,uM,5.29
CHEMBL367625,IC50,5.1,uM,5.29
CHEMBL1830270,IC50,5.11,uM,5.29
CHEMBL1242660,IC50,5.14,uM,5.29
CHEMBL2336355,IC50,5.16,uM,5.29
CHEMBL1821897,IC50,5.07,uM,5.29
CHEMBL599218,IC50,5077.0,nM,5.29
CHEMBL1242569,IC50,5.08,uM,5.29
CHEMBL2047028,IC50,5.16,uM,5.29
CHEMBL113185,IC50,5100.0,nM,5.29
CHEMBL202162,IC50,5.1,uM,5.29
CHEMBL2424799,IC50,5.1,uM,5.29
CHEMBL55360,IC50,5.1,uM,5.29
CHEMBL3740492,IC50,5.1,uM,5.29
CHEMBL3612564,IC50,5.1,uM,5.29
CHEMBL1812559,IC50,5.16,uM,5.29
CHEMBL1828867,IC50,5.17,uM,5.29
CHEMBL1929303,IC50,5.11,uM,5.29
CHEMBL3235199,IC50,5.12,uM,5.29
CHEMBL1169856,IC50,5.19,uM,5.29
CHEMBL472943,IC50,5220.0,nM,5.28
CHEMBL3910361,IC50,5.2,uM,5.28
CHEMBL3263372,IC50,5.26,uM,5.28
CHEMBL474543,IC50,5.3,uM,5.28
CHEMBL4868123,IC50,5.21,uM,5.28
CHEMBL3613691,IC50,5.283,uM,5.28
CHEMBL1614712,IC50,5.2,uM,5.28
CHEMBL158805,IC50,5.3,uM,5.28
CHEMBL4863109,IC50,5.29,uM,5.28
CHEMBL370808,IC50,5.2,uM,5.28
CHEMBL113901,IC50,5.22,uM,5.28
CHEMBL1173667,IC50,5.27,uM,5.28
CHEMBL2316155,IC50,5.3,uM,5.28
CHEMBL61119,IC50,5.3,uM,5.28
CHEMBL443268,IC50,5.31,uM,5.28
CHEMBL2029700,IC50,5.3,uM,5.28
CHEMBL124618,IC50,5.25,uM,5.28
CHEMBL3233763,IC50,5.222,uM,5.28
CHEMBL364623,IC50,5200.0,nM,5.28
CHEMBL368278,IC50,5.3,uM,5.28
CHEMBL459,IC50,5.228,uM,5.28
CHEMBL1821895,IC50,5.35,uM,5.27
CHEMBL1958220,IC50,5.35,uM,5.27
CHEMBL2205030,IC50,5.4,uM,5.27
CHEMBL1241486,IC50,5.32,uM,5.27
CHEMBL4160854,IC50,5.4,uM,5.27
CHEMBL3325471,IC50,5.4,uM,5.27
CHEMBL1200558,IC50,5.377,uM,5.27
CHEMBL597304,IC50,5.33,uM,5.27
CHEMBL309682,IC50,5400.0,nM,5.27
CHEMBL451523,IC50,5.4,uM,5.27
CHEMBL472743,IC50,5390.0,nM,5.27
CHEMBL1958031,IC50,5.34,uM,5.27
CHEMBL58,IC50,5.3859,uM,5.27
CHEMBL309075,IC50,5.4,uM,5.27
CHEMBL113985,IC50,5.39,uM,5.27
CHEMBL2335015,IC50,5.4,uM,5.27
CHEMBL123045,IC50,5.4,uM,5.27
CHEMBL143160,IC50,5.4,uM,5.27
CHEMBL3612572,IC50,5.5,uM,5.26
CHEMBL3234751,IC50,5.54,uM,5.26
CHEMBL926,IC50,5.551,uM,5.26
CHEMBL3221547,IC50,5.5,uM,5.26
CHEMBL370266,IC50,5.5,uM,5.26
CHEMBL346770,IC50,5.5,uM,5.26
CHEMBL2442320,IC50,5.49,uM,5.26
CHEMBL37346,IC50,5500.0,nM,5.26
CHEMBL76599,IC50,5.53,uM,5.26
CHEMBL554053,IC50,5.5,uM,5.26
CHEMBL1958222,IC50,5.46,uM,5.26
CHEMBL3263364,IC50,5.53,uM,5.26
CHEMBL3742060,IC50,5.43,uM,5.26
CHEMBL2385980,IC50,5.5,uM,5.26
CHEMBL49596,IC50,5.6,uM,5.25
CHEMBL186802,IC50,5.6,uM,5.25
CHEMBL115895,IC50,5.6,uM,5.25
CHEMBL4290355,IC50,5.6,uM,5.25
CHEMBL3425672,IC50,5.6,uM,5.25
CHEMBL1958210,IC50,5.58,uM,5.25
CHEMBL1821892,IC50,5.56,uM,5.25
CHEMBL4098682,Ki,5.67,uM,5.25
CHEMBL1928890,IC50,5.67,uM,5.25
CHEMBL4218052,IC50,5.61,uM,5.25
CHEMBL377730,IC50,5.6,uM,5.25
CHEMBL2316147,IC50,5.6,uM,5.25
CHEMBL50415,IC50,5.6,uM,5.25
CHEMBL116423,IC50,5.6,uM,5.25
CHEMBL3741796,IC50,5.67,uM,5.25
CHEMBL250315,IC50,5600.0,nM,5.25
CHEMBL468975,IC50,5.6,uM,5.25
CHEMBL2029696,IC50,5.6,uM,5.25
CHEMBL351920,IC50,5.6,uM,5.25
CHEMBL2325105,IC50,5.68,uM,5.25
CHEMBL605957,IC50,5797.0,nM,5.24
CHEMBL1821890,IC50,5.71,uM,5.24
CHEMBL3612575,IC50,5.7,uM,5.24
CHEMBL592708,IC50,5.78,uM,5.24
CHEMBL1277620,IC50,5.7,uM,5.24
CHEMBL1440725,IC50,5.72,uM,5.24
CHEMBL1172915,IC50,5.74,uM,5.24
CHEMBL4072833,IC50,5800.0,nM,5.24
CHEMBL2018759,IC50,5.8,uM,5.24
CHEMBL1170459,IC50,5.76,uM,5.24
CHEMBL4870955,IC50,5700.0,nM,5.24
CHEMBL4066118,IC50,5.7,uM,5.24
CHEMBL2437292,Ki,5.82,uM,5.24
CHEMBL2064374,IC50,5.8,uM,5.24
CHEMBL381541,IC50,5.7,uM,5.24
CHEMBL603,IC50,5.751,uM,5.24
CHEMBL4746995,IC50,5.7,uM,5.24
CHEMBL145209,IC50,5.8,uM,5.24
CHEMBL205454,IC50,5.8,uM,5.24
CHEMBL4085868,IC50,5882.0,nM,5.23
CHEMBL116748,IC50,5900.0,nM,5.23
CHEMBL603968,IC50,5.84,uM,5.23
CHEMBL425965,IC50,5.9,uM,5.23
CHEMBL1278149,IC50,5.9,uM,5.23
CHEMBL333272,IC50,5.9,uM,5.23
CHEMBL1828868,IC50,5.93,uM,5.23
CHEMBL592247,IC50,5.83,uM,5.23
CHEMBL4646638,IC50,5.83,uM,5.23
CHEMBL253969,IC50,5853.4,nM,5.23
CHEMBL4202780,IC50,6.07,uM,5.22
CHEMBL80155,IC50,6.0,uM,5.22
CHEMBL489147,IC50,6.0,uM,5.22
CHEMBL3747776,IC50,5.96,uM,5.22
CHEMBL2385982,IC50,6.0,uM,5.22
CHEMBL381306,IC50,6.0,uM,5.22
CHEMBL2385988,IC50,6.0,uM,5.22
CHEMBL4090330,EC50,5971.0,nM,5.22
CHEMBL372246,IC50,6000.0,nM,5.22
CHEMBL1242472,IC50,5.95,uM,5.22
CHEMBL171085,IC50,6.0,uM,5.22
CHEMBL1958219,IC50,5.95,uM,5.22
CHEMBL1241439,IC50,5.96,uM,5.22
CHEMBL4072687,Ki,5.95,uM,5.22
CHEMBL296419,IC50,6.057,uM,5.22
CHEMBL2385993,IC50,6.0,uM,5.22
CHEMBL1812556,IC50,6.02,uM,5.22
CHEMBL593909,IC50,6.2,uM,5.21
CHEMBL3608432,IC50,6138.0,nM,5.21
CHEMBL3237946,IC50,6.15,uM,5.21
CHEMBL4217686,IC50,6.12,uM,5.21
CHEMBL299026,IC50,6.2,uM,5.21
CHEMBL2047027,IC50,6.17,uM,5.21
CHEMBL2316150,IC50,6.1,uM,5.21
CHEMBL161226,IC50,6.1,uM,5.21
CHEMBL2018751,IC50,6.15,uM,5.21
CHEMBL329183,IC50,6100.0,nM,5.21
CHEMBL3088224,IC50,6.13,uM,5.21
CHEMBL1956887,IC50,6.16,uM,5.21
CHEMBL3221558,IC50,6.15,uM,5.21
CHEMBL3915538,IC50,6238.0,nM,5.21
CHEMBL2437294,Ki,6.09,uM,5.21
CHEMBL346553,IC50,6.1,uM,5.21
CHEMBL137422,IC50,6.1,uM,5.21
CHEMBL485745,IC50,6.3,uM,5.2
CHEMBL1172573,IC50,6.27,uM,5.2
CHEMBL4456370,IC50,6.3,uM,5.2
CHEMBL3425669,IC50,6.3,uM,5.2
CHEMBL3425668,IC50,6.3,uM,5.2
CHEMBL204223,IC50,6.3,uM,5.2
CHEMBL1242379,IC50,6.34,uM,5.2
CHEMBL4456359,IC50,6370.0,nM,5.2
CHEMBL31745,IC50,6266.2,nM,5.2
CHEMBL597303,IC50,6.28,uM,5.2
CHEMBL3263374,IC50,6.31,uM,5.2
CHEMBL461781,IC50,6.3,uM,5.2
CHEMBL1822062,IC50,6.31,uM,5.2
CHEMBL1822064,IC50,6.27,uM,5.2
CHEMBL2018754,IC50,6.4,uM,5.19
CHEMBL3233768,IC50,6.414,uM,5.19
CHEMBL1242113,IC50,6.45,uM,5.19
CHEMBL3586176,IC50,6.5,uM,5.19
CHEMBL483321,IC50,6400.0,nM,5.19
CHEMBL1958038,IC50,6.48,uM,5.19
CHEMBL3915306,IC50,6.4,uM,5.19
CHEMBL3221259,IC50,6.4,uM,5.19
CHEMBL335932,IC50,6.4,uM,5.19
CHEMBL554566,IC50,6.5,uM,5.19
CHEMBL333553,IC50,6.5,uM,5.19
CHEMBL176470,IC50,6.4,uM,5.19
CHEMBL4063701,IC50,6.5,uM,5.19
CHEMBL292323,IC50,6.5,uM,5.19
CHEMBL1828869,IC50,6.41,uM,5.19
CHEMBL4210744,IC50,6.49,uM,5.19
CHEMBL1173601,IC50,6.43,uM,5.19
CHEMBL1958035,IC50,6.67,uM,5.18
CHEMBL330879,IC50,6.6,uM,5.18
CHEMBL3746421,IC50,6.67,uM,5.18
CHEMBL1173665,IC50,6.56,uM,5.18
CHEMBL3747152,IC50,6.58,uM,5.18
CHEMBL1812566,IC50,6.63,uM,5.18
CHEMBL2437302,Ki,6.64,uM,5.18
CHEMBL4536146,IC50,6.6,uM,5.18
CHEMBL122522,IC50,6.7,uM,5.17
CHEMBL1828865,IC50,6.74,uM,5.17
CHEMBL56236,IC50,6.68,uM,5.17
CHEMBL2029692,IC50,6.8,uM,5.17
CHEMBL309765,IC50,6.7,uM,5.17
CHEMBL2437475,IC50,6754.0,nM,5.17
CHEMBL3604939,IC50,6.7,uM,5.17
CHEMBL2064391,IC50,6.8,uM,5.17
CHEMBL1173714,IC50,6.82,uM,5.17
CHEMBL84513,IC50,6.7,uM,5.17
CHEMBL604671,IC50,6.82,uM,5.17
CHEMBL3892960,IC50,6.81,uM,5.17
CHEMBL1241863,IC50,6.7,uM,5.17
CHEMBL2316145,IC50,6.8,uM,5.17
CHEMBL1241950,IC50,7.0,uM,5.16
CHEMBL1761929,IC50,6.9,uM,5.16
CHEMBL203529,IC50,7.0,uM,5.16
CHEMBL4096207,IC50,6863.0,nM,5.16
CHEMBL1242028,IC50,6.9,uM,5.16
CHEMBL1821894,IC50,6.92,uM,5.16
CHEMBL144402,IC50,7.0,uM,5.16
CHEMBL3325478,IC50,7.0,uM,5.16
CHEMBL170997,IC50,7.0,uM,5.16
CHEMBL46946,IC50,7.0,uM,5.16
CHEMBL1172917,IC50,6.85,uM,5.16
CHEMBL4106341,IC50,6.92,uM,5.16
CHEMBL57300,IC50,7.0,uM,5.16
CHEMBL131715,IC50,7.0,uM,5.16
CHEMBL490775,IC50,7.0,uM,5.16
CHEMBL117554,IC50,7000.0,nM,5.16
CHEMBL342929,IC50,6.9,uM,5.16
CHEMBL171727,IC50,7.0,uM,5.16
CHEMBL56543,IC50,7.0,uM,5.16
CHEMBL334439,IC50,6.9,uM,5.16
CHEMBL336410,IC50,7.0,uM,5.16
CHEMBL75188,IC50,7.0,uM,5.16
CHEMBL160566,IC50,6.9,uM,5.16
CHEMBL311133,IC50,7.0,uM,5.16
CHEMBL4215703,IC50,6900.0,nM,5.16
CHEMBL3425655,IC50,7.0,uM,5.16
CHEMBL1641993,IC50,6.9,uM,5.16
CHEMBL386998,IC50,7.1,uM,5.15
CHEMBL523122,IC50,7.13,uM,5.15
CHEMBL81073,IC50,7100.0,nM,5.15
CHEMBL3221550,IC50,7.05,uM,5.15
CHEMBL2018748,IC50,7.05,uM,5.15
CHEMBL2316146,IC50,7.1,uM,5.15
CHEMBL58436,IC50,7.1,uM,5.15
CHEMBL2064397,IC50,7.2,uM,5.14
CHEMBL3221553,IC50,7.2,uM,5.14
CHEMBL1173602,IC50,7.28,uM,5.14
CHEMBL4101735,IC50,7.3,uM,5.14
CHEMBL4779194,IC50,7.309,uM,5.14
CHEMBL3425664,IC50,7.2,uM,5.14
CHEMBL4282482,IC50,7.2,uM,5.14
CHEMBL1812435,IC50,7.22,uM,5.14
CHEMBL101683,IC50,7.3,uM,5.14
CHEMBL540292,IC50,7.3,uM,5.14
CHEMBL4083815,IC50,7.23,uM,5.14
CHEMBL599524,IC50,7.23,uM,5.14
CHEMBL3085377,IC50,7300.0,nM,5.14
CHEMBL2018761,IC50,7.2,uM,5.14
CHEMBL369967,IC50,7.4,uM,5.13
CHEMBL386365,IC50,7.4,uM,5.13
CHEMBL1929308,IC50,7.44,uM,5.13
CHEMBL1998736,IC50,7.37,uM,5.13
CHEMBL1241776,IC50,7.4,uM,5.13
CHEMBL155293,IC50,7.4,uM,5.13
CHEMBL3586178,IC50,7.4,uM,5.13
